Geography,Geographic Area Name,totalpop,hispanic_latino,white,black,american_indian,asian,native_hawaiian,other
1400000US06037209105,"Census Tract 2091.05, Los Angeles County, California",2665,2334,51,131,3,93,5,13
1400000US06037209106,"Census Tract 2091.06, Los Angeles County, California",2632,1203,292,278,7,761,1,17
1400000US06037209201,"Census Tract 2092.01, Los Angeles County, California",2852,501,881,338,3,959,1,28
1400000US06037209202,"Census Tract 2092.02, Los Angeles County, California",1234,813,100,87,6,192,0,14
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",4712,2872,582,355,17,739,1,33
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",4163,2813,293,346,8,619,2,17
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",4056,3480,181,168,4,165,1,24
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",3850,2594,222,285,18,647,0,30
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",2813,1801,166,150,2,618,2,28
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",2648,2144,121,107,5,223,0,17
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",2385,1719,217,135,1,262,2,16
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",2732,2283,109,102,4,186,2,17
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",3190,2444,130,106,4,463,0,13
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",5268,443,2929,256,4,1261,0,35
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",2431,1118,339,190,2,680,1,17
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",2877,1100,551,230,4,866,3,30
1400000US06037211123,"Census Tract 2111.23, Los Angeles County, California",2097,215,339,122,0,1331,0,20
1400000US06037211124,"Census Tract 2111.24, Los Angeles County, California",4070,1223,332,187,5,2185,3,26
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",2538,1677,308,70,7,420,1,17
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",2693,1580,341,85,5,586,0,17
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",3603,2476,260,98,6,678,4,13
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",2899,1546,377,163,1,694,1,39
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",2956,1120,212,95,0,1468,0,21
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",3479,1601,455,133,0,1197,2,17
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",4230,977,1585,143,5,1351,1,14
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",2733,291,925,118,0,1310,2,14
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",4716,1774,434,200,3,2155,0,23
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",2941,678,449,163,10,1542,0,9
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",4893,1563,624,267,8,2294,1,28
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",3602,714,280,193,0,2331,0,24
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",3247,986,218,115,7,1842,2,23
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",4223,2220,467,300,11,1120,4,30
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",2447,1073,169,92,0,1032,0,24
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",3182,1467,316,241,12,1041,0,19
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",3146,740,396,178,0,1675,3,18
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",2579,721,367,200,1,1178,0,23
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",3364,2384,166,151,4,608,1,18
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",3216,1703,305,162,11,960,2,9
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",3227,2288,178,199,3,482,8,14
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",3486,1861,455,214,9,823,5,17
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",1738,1015,245,109,12,279,3,19
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",2533,1700,190,136,5,450,0,7
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",2793,1150,186,82,8,1311,1,12
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",3560,1554,360,136,3,1434,3,13
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",2875,1469,250,137,4,918,0,10
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",1944,858,344,133,9,521,2,7
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",3363,986,518,170,2,1550,5,22
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",4049,1225,512,165,4,2021,4,8
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",4111,1625,339,219,9,1816,0,21
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",2487,677,237,158,4,1333,2,8
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",3687,582,878,280,10,1760,1,15
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",4121,2006,553,315,8,1059,2,23
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",3721,1923,361,348,1,965,5,23
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",2507,765,237,232,0,1221,1,9
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",4330,1823,193,158,10,2038,0,26
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",3679,2102,155,200,6,1150,0,12
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",3323,2050,129,47,1,1063,0,17
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",3006,1726,155,191,0,886,3,10
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",4806,3361,151,111,5,1096,5,25
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",5119,3394,254,194,3,1180,2,32
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",3808,171,3218,36,2,143,4,79
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",4111,263,3318,82,4,172,3,83
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",2980,355,2145,105,9,140,4,40
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",3104,401,1626,154,4,738,0,29
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",3495,334,1452,214,7,1240,3,33
1400000US06037214504,"Census Tract 2145.04, Los Angeles County, California",3871,393,1529,258,8,1454,0,38
1400000US06037214505,"Census Tract 2145.05, Los Angeles County, California",1817,212,970,139,2,357,2,13
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",2600,265,1874,89,5,212,3,8
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",2731,305,1900,139,9,225,5,20
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",2843,279,2080,129,5,173,5,33
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",2668,237,1853,95,4,337,2,12
1400000US06037214903,"Census Tract 2149.03, Los Angeles County, California",1542,104,1167,43,0,122,1,16
1400000US06037214904,"Census Tract 2149.04, Los Angeles County, California",1696,154,1235,59,0,159,1,4
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",2614,411,1359,211,3,412,1,21
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",3123,416,1897,206,6,356,5,35
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",2465,345,1110,364,1,470,0,17
1400000US06037216201,"Census Tract 2162.01, Los Angeles County, California",2701,297,1462,235,2,529,4,31
1400000US06037216202,"Census Tract 2162.02, Los Angeles County, California",2838,494,1074,611,3,394,2,47
1400000US06037216301,"Census Tract 2163.01, Los Angeles County, California",1374,173,947,56,0,114,0,9
1400000US06037216302,"Census Tract 2163.02, Los Angeles County, California",3551,446,1929,400,1,543,2,26
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",4165,468,2833,149,4,345,0,99
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",2644,233,1872,96,8,227,1,23
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",3938,892,1535,871,15,354,4,55
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",3566,609,2115,277,8,274,6,76
1400000US06037216901,"Census Tract 2169.01, Los Angeles County, California",2888,602,1036,814,0,203,0,35
1400000US06037216902,"Census Tract 2169.02, Los Angeles County, California",2331,452,1067,434,5,196,4,35
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",2863,157,2315,48,4,127,0,45
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",5084,632,3254,315,2,448,3,109
1400000US06037217101,"Census Tract 2171.01, Los Angeles County, California",2520,1328,442,465,1,146,1,22
1400000US06037217102,"Census Tract 2171.02, Los Angeles County, California",2930,629,1095,745,5,187,3,44
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",3887,1464,1044,765,8,350,2,26
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",3120,1542,265,618,5,560,1,31
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",4250,2913,201,335,3,699,4,38
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",3951,2852,303,477,14,169,2,51
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",4123,2125,557,945,1,299,4,34
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",5206,2534,741,1288,20,331,5,67
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",4364,2790,436,806,5,114,3,66
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",2810,1517,347,705,6,136,2,19
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",2820,1519,325,670,6,152,0,32
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",2455,1059,224,765,13,265,1,25
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",2199,1273,175,576,4,89,0,21
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",2633,1639,130,493,4,289,0,5
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",5329,2707,502,1653,8,204,1,47
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",2749,1772,204,526,0,117,9,28
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",4590,2952,326,903,7,187,4,39
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",3757,2191,272,921,8,187,2,52
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",1783,406,173,800,3,255,7,26
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",4186,2623,380,887,6,114,0,30
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",2931,2061,206,481,8,82,0,20
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",4651,3506,311,597,3,78,0,47
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",3878,2646,310,651,4,122,0,32
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",5420,2552,562,1831,10,228,3,48
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",2437,817,260,1077,5,136,0,23
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",3289,2838,102,87,3,217,0,15
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",3030,2764,37,55,7,134,1,15
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",2917,2237,164,136,6,293,4,26
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",3143,2574,166,79,1,274,3,11
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",4330,2958,269,505,9,480,0,35
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",2384,1806,95,162,1,290,0,6
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",3032,1725,162,493,5,556,0,14
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",3362,1441,243,1221,5,342,3,19
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",2700,1426,265,502,6,372,0,40
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",3864,2607,156,748,6,214,4,29
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",3175,2455,197,271,2,157,1,22
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",2693,2256,108,103,14,178,4,1
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",2596,1817,231,149,3,335,0,14
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",2746,1453,359,206,7,628,0,7
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",2797,499,848,292,3,1044,0,18
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",4917,1192,1434,571,9,1538,12,22
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",3218,1915,323,657,2,149,10,35
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",4648,3251,161,991,6,81,4,29
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",3712,2443,187,712,3,221,0,34
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",3878,2504,301,719,3,203,0,22
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",4702,3303,224,835,18,183,2,32
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",5141,2504,464,860,3,1113,2,41
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",4704,784,1714,627,19,1442,12,8
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",3621,1783,590,691,17,375,17,38
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",3231,2124,410,370,6,220,7,27
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",2385,2101,86,97,1,71,0,3
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",2090,1667,167,95,1,127,4,5
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",2962,2619,63,157,11,66,2,9
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",2906,1715,440,201,10,467,0,18
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",2068,1597,155,162,5,109,1,9
